     Bruto   AliqINSS   Val.INSS  Base I.R.     AliqIR     Val.IR    Liquido
   5798.00         14     621.32    5176.68      27.50     527.59    4649.09
   5798.00         14     621.32    5176.68      27.50     527.59    4649.09
   5798.00         14     621.32    5176.68      27.50     527.59    4649.09
   5800.00         14     621.60    5178.40      27.50     528.06    4650.34
   5800.00         14     621.60    5178.40      27.50     528.06    4650.34
   5802.00         14     621.88    5180.12      27.50     528.53    4651.59
   5804.00         14     622.16    5181.84      27.50     529.01    4652.83
   5805.00         14     622.30    5182.70      27.50     529.24    4653.46
   5807.00         14     622.58    5184.42      27.50     529.72    4654.70
   5807.00         14     622.58    5184.42      27.50     529.72    4654.70
   5809.00         14     622.86    5186.14      27.50     530.19    4655.95
   5810.00         14     623.00    5187.00      27.50     530.43    4656.57
   5813.00         14     623.42    5189.58      27.50     531.13    4658.45
   5813.00         14     623.42    5189.58      27.50     531.13    4658.45
   5813.00         14     623.42    5189.58      27.50     531.13    4658.45
   5815.00         14     623.70    5191.30      27.50     531.61    4659.69
   5815.00         14     623.70    5191.30      27.50     531.61    4659.69
   5816.00         14     623.84    5192.16      27.50     531.84    4660.32
   5817.00         14     623.98    5193.02      27.50     532.08    4660.94
   5818.00         14     624.12    5193.88      27.50     532.32    4661.56
   5819.00         14     624.26    5194.74      27.50     532.55    4662.19
   5820.00         14     624.40    5195.60      27.50     532.79    4662.81
   5821.00         14     624.54    5196.46      27.50     533.03    4663.43
   5821.00         14     624.54    5196.46      27.50     533.03    4663.43
   5822.00         14     624.68    5197.32      27.50     533.26    4664.06
   5822.00         14     624.68    5197.32      27.50     533.26    4664.06
   5822.00         14     624.68    5197.32      27.50     533.26    4664.06
   5823.00         14     624.82    5198.18      27.50     533.50    4664.68
   5823.00         14     624.82    5198.18      27.50     533.50    4664.68
   5824.00         14     624.96    5199.04      27.50     533.74    4665.30
   5825.00         14     625.10    5199.90      27.50     533.97    4665.93
   5826.00         14     625.24    5200.76      27.50     534.21    4666.55
   5826.00         14     625.24    5200.76      27.50     534.21    4666.55
   5827.00         14     625.38    5201.62      27.50     534.45    4667.17
   5828.00         14     625.52    5202.48      27.50     534.68    4667.80
   5830.00         14     625.80    5204.20      27.50     535.15    4669.05
   5830.00         14     625.80    5204.20      27.50     535.15    4669.05
   5830.00         14     625.80    5204.20      27.50     535.15    4669.05
   5833.00         14     626.22    5206.78      27.50     535.86    4670.92
   5835.00         14     626.50    5208.50      27.50     536.34    4672.16
   5839.00         14     627.06    5211.94      27.50     537.28    4674.66
   5842.00         14     627.48    5214.52      27.50     537.99    4676.53
   5842.00         14     627.48    5214.52      27.50     537.99    4676.53
   5842.00         14     627.48    5214.52      27.50     537.99    4676.53
   5845.00         14     627.90    5217.10      27.50     538.70    4678.40
   5846.00         14     628.04    5217.96      27.50     538.94    4679.02
   5846.00         14     628.04    5217.96      27.50     538.94    4679.02
   5847.00         14     628.18    5218.82      27.50     539.18    4679.64
   5847.00         14     628.18    5218.82      27.50     539.18    4679.64
   5848.00         14     628.32    5219.68      27.50     539.41    4680.27
   5849.00         14     628.46    5220.54      27.50     539.65    4680.89
   5849.00         14     628.46    5220.54      27.50     539.65    4680.89
   5849.00         14     628.46    5220.54      27.50     539.65    4680.89
   5850.00         14     628.60    5221.40      27.50     539.88    4681.52
   5851.00         14     628.74    5222.26      27.50     540.12    4682.14
   5851.00         14     628.74    5222.26      27.50     540.12    4682.14
   5852.00         14     628.88    5223.12      27.50     540.36    4682.76
   5852.00         14     628.88    5223.12      27.50     540.36    4682.76
   5853.00         14     629.02    5223.98      27.50     540.59    4683.39
   5853.00         14     629.02    5223.98      27.50     540.59    4683.39
   5854.00         14     629.16    5224.84      27.50     540.83    4684.01
   5854.00         14     629.16    5224.84      27.50     540.83    4684.01
   5854.00         14     629.16    5224.84      27.50     540.83    4684.01
   5855.00         14     629.30    5225.70      27.50     541.07    4684.63
   5856.00         14     629.44    5226.56      27.50     541.30    4685.26
   5859.00         14     629.86    5229.14      27.50     542.01    4687.13
   5860.00         14     630.00    5230.00      27.50     542.25    4687.75
   5860.00         14     630.00    5230.00      27.50     542.25    4687.75
   5862.00         14     630.28    5231.72      27.50     542.72    4689.00
   5863.00         14     630.42    5232.58      27.50     542.96    4689.62
   5863.00         14     630.42    5232.58      27.50     542.96    4689.62
   5864.00         14     630.56    5233.44      27.50     543.20    4690.24
   5865.00         14     630.70    5234.30      27.50     543.43    4690.87
   5866.00         14     630.84    5235.16      27.50     543.67    4691.49
   5867.00         14     630.98    5236.02      27.50     543.91    4692.11
   5868.00         14     631.12    5236.88      27.50     544.14    4692.74
   5869.00         14     631.26    5237.74      27.50     544.38    4693.36
   5870.00         14     631.40    5238.60      27.50     544.62    4693.98
   5870.00         14     631.40    5238.60      27.50     544.62    4693.98
   5871.00         14     631.54    5239.46      27.50     544.85    4694.61
   5871.00         14     631.54    5239.46      27.50     544.85    4694.61
   5872.00         14     631.68    5240.32      27.50     545.09    4695.23
   5872.00         14     631.68    5240.32      27.50     545.09    4695.23
   5873.00         14     631.82    5241.18      27.50     545.32    4695.86
   5873.00         14     631.82    5241.18      27.50     545.32    4695.86
   5874.00         14     631.96    5242.04      27.50     545.56    4696.48
   5874.00         14     631.96    5242.04      27.50     545.56    4696.48
   5875.00         14     632.10    5242.90      27.50     545.80    4697.10
   5875.00         14     632.10    5242.90      27.50     545.80    4697.10
   5876.00         14     632.24    5243.76      27.50     546.03    4697.73
   5879.00         14     632.66    5246.34      27.50     546.74    4699.60
   5880.00         14     632.80    5247.20      27.50     546.98    4700.22
   5880.00         14     632.80    5247.20      27.50     546.98    4700.22
   5881.00         14     632.94    5248.06      27.50     547.22    4700.84
   5882.00         14     633.08    5248.92      27.50     547.45    4701.47
   5882.00         14     633.08    5248.92      27.50     547.45    4701.47
   5883.00         14     633.22    5249.78      27.50     547.69    4702.09
   5885.00         14     633.50    5251.50      27.50     548.16    4703.34
   5885.00         14     633.50    5251.50      27.50     548.16    4703.34
   5888.00         14     633.92    5254.08      27.50     548.87    4705.21
   5889.00         14     634.06    5254.94      27.50     549.11    4705.83
   5890.00         14     634.20    5255.80      27.50     549.35    4706.45
   5891.00         14     634.34    5256.66      27.50     549.58    4707.08
   5894.00         14     634.76    5259.24      27.50     550.29    4708.95
   5896.00         14     635.04    5260.96      27.50     550.76    4710.20
   5896.00         14     635.04    5260.96      27.50     550.76    4710.20
   5897.00         14     635.18    5261.82      27.50     551.00    4710.82
   5897.00         14     635.18    5261.82      27.50     551.00    4710.82
   5898.00         14     635.32    5262.68      27.50     551.24    4711.44
   5898.00         14     635.32    5262.68      27.50     551.24    4711.44
   5898.00         14     635.32    5262.68      27.50     551.24    4711.44
   5900.00         14     635.60    5264.40      27.50     551.71    4712.69
   5901.00         14     635.74    5265.26      27.50     551.95    4713.31
   5902.00         14     635.88    5266.12      27.50     552.18    4713.94
   5903.00         14     636.02    5266.98      27.50     552.42    4714.56
   5906.00         14     636.44    5269.56      27.50     553.13    4716.43
   5906.00         14     636.44    5269.56      27.50     553.13    4716.43
   5908.00         14     636.72    5271.28      27.50     553.60    4717.68
   5908.00         14     636.72    5271.28      27.50     553.60    4717.68
   5908.00         14     636.72    5271.28      27.50     553.60    4717.68
